tlist,guess,amplist
1.4,0.22813148109433984,7.137180464758591
1.41,0.19654478377663442,6.866786927679621
1.42,0.16439682058278177,6.518365058682508
1.43,0.13177939529602983,6.084762721157
1.44,0.09878565232565531,5.559920657075598
1.45,0.06550981071782012,4.94043142879615
1.46,0.032046895097628744,4.227511581065482
1.47,-0.0015075356892801043,3.4289937233574768
1.48,-0.035057661460694736,2.560624503104812
1.49,-0.06850767432808148,1.645824069519285
1.5,-0.10176205229172916,0.713404708849111
1.51,-0.13472583201949098,-0.20640429816437839
1.52,-0.16730488003015967,-1.0863822342271932
1.53,-0.199406161507067,-1.905692977151741
1.54,-0.2309380059742666,-2.651317828893642
1.55,-0.2618103690766178,-3.3176189656366777
1.56,-0.29193508971621507,-3.9047564389576306
1.57,-0.32122614181086684,-4.416770179569348
1.58,-0.3495998799556873,-4.859872925310784
1.59,-0.37697527828627353,-5.241179060963525
1.6,-0.4032741618613542,-5.5678767575541315
1.61,-0.4284214299041606,-5.846753705697688
1.62,-0.45234527026501603,-6.0839681864142445
1.63,-0.4749773644927101,-6.284973982355315
1.64,-0.49625308292904813,-6.45453328464798
1.65,-0.5161116692694385,-6.596774653933732
1.66,-0.5344964140624922,-6.715270001365676
1.67,-0.5513548166531639,-6.813115807057399
1.68,-0.5666387351069861,-6.893010775115981
1.69,-0.5803045236872613,-6.957326214294741
1.7,-0.5923131574926244,-7.008167691868933
1.71,-0.6026303438990503,-7.047427663891767
1.72,-0.6112266204880692,-7.076829307729297
1.73,-0.6180774391815346,-7.097961965385312
1.74,-0.6231632363426896,-7.112308626791091
1.75,-0.6264694886433403,-7.12126584759745
1.76,-0.6279867545376028,-7.126156468199111
1.77,-0.6277107012237862,-7.128235513343174
1.78,-0.6256421170174187,-7.128689718840495
1.79,-0.6217869091000833,-7.128631253359804
1.8,-0.6161560866504917,-7.1290863676481075
1.81,-0.6087657294059684,-7.1309798908605995
1.82,-0.5996369417441221,-7.135116678170898
1.83,-0.5887957924158338,-7.142161266605448
1.84,-0.5762732401016608,-7.15261708825582
1.85,-0.562105045004246,-7.16680659595594
1.86,-0.5463316667291914,-7.184853556676099
1.87,-0.5289981487460171,-7.206668551957496
1.88,-0.5101539897591443,-7.231938394021609
1.89,-0.48985300235622087,-7.260119735129715
1.9,-0.4681531593374534,-7.2904366431855365
1.91,-0.4451164281647614,-7.321881374291501
1.92,-0.42080859400352444,-7.353217031144066
1.93,-0.3952990718622488,-7.382980286229958
1.94,-0.3686607083666226,-7.409481885907718
1.95,-0.34096957373402437,-7.430802226852656
1.96,-0.3123047445425369,-7.444778873966623
1.97,-0.28274807791480483,-7.448982407703468
1.98,-0.25238397776159116,-7.440676371281225
1.99,-0.2212991537525621,-7.416756255582271
2.0,-0.18958237370259978,-7.373661357406721
2.01,-0.15732421008074385,-7.307251993721812
2.02,-0.1246167813656423,-7.212643140729939
2.03,-0.09155348898612757,-7.083984661192258
2.04,-0.05822875059811273,-6.914179264094801
2.05,-0.02473773045948001,-6.694535239876098
2.06,0.00882393232707071,-6.414368058916959
2.07,0.042360396927166234,-6.0606049283159305
2.08,0.07577589446398672,-5.617529205286778
2.09,0.10897500150201014,-5.066952916874056
2.1,0.14186291254428807,-4.3893363869873445
2.11,0.17434571076509192,-3.5666119259943234
2.12,0.20633063620481756,-2.5874271128686663
2.13,0.23772635066127273,-1.45463480328707
2.14,0.2684431985208987,-0.1927212853841055
2.15,0.29839346278507994,1.1494852446535726
2.16,0.32749161556042505,2.505064363958973
2.17,0.3556545622977027,3.8034721874940045
2.18,0.38280187908195934,4.986531275488541
